time,seconds_elapsed,z,y,x
1782941987187852000,0.07285205078125,-0.49776723980903625,0.2356993407011032,0.02964746579527855
1782941987197837000,0.082837158203125,-0.6011624336242676,0.2169690579175949,-0.026059186086058617
1782941987207823400,0.0928232421875,-0.7153550982475281,0.16637325286865234,-0.06325129419565201
1782941987217808100,0.10280810546875,-0.8087612986564636,0.0814262330532074,-0.05981050431728363
1782941987227793200,0.112793212890625,-0.877692461013794,0.022403128445148468,-0.001390604767948389
1782941987237778200,0.122778076171875,-0.9098313450813293,-0.006822157185524702,0.09196934103965759
1782941987247763200,0.13276318359375,-0.9018730521202087,-0.005699101835489273,0.18381163477897644
1782941987257748200,0.142748291015625,-0.8504953980445862,0.00647085253149271,0.24456004798412323
1782941987267733000,0.15273291015625,-0.7735417485237122,-0.0107424883171916,0.26525866985321045
1782941987277718000,0.162718017578125,-0.7158966660499573,-0.05205148458480835,0.270786315202713
1782941987287703300,0.172703369140625,-0.6848623156547546,-0.11612873524427414,0.2972432076931
1782941987297688300,0.182688232421875,-0.6891485452651978,-0.16768279671669006,0.3578822910785675
1782941987307673000,0.192673095703125,-0.7173378467559814,-0.15677529573440552,0.43537336587905884
1782941987317658000,0.202658203125,-0.7467421293258667,-0.11370130628347397,0.49070462584495544
1782941987327644200,0.21264404296875,-0.7705473303794861,-0.07505404204130173,0.5277225375175476
1782941987337629200,0.222629150390625,-0.7736433744430542,-0.029936371371150017,0.5408293008804321
1782941987347614200,0.2326142578125,-0.7621630430221558,-0.01464343536645174,0.5296858549118042
1782941987357599200,0.24259912109375,-0.747514545917511,-0.029630064964294434,0.5144549012184143
1782941987367584300,0.252584228515625,-0.7406086921691895,-0.052210476249456406,0.5175167322158813
1782941987377569300,0.2625693359375,-0.739653468132019,-0.05936560034751892,0.5332329869270325
1782941987387554000,0.272553955078125,-0.757062554359436,-0.06153261661529541,0.5692410469055176
1782941987397539000,0.2825390625,-0.7699507474899292,-0.04193316400051117,0.6255513429641724
1782941987407524000,0.292524169921875,-0.7883622646331787,-0.043474603444337845,0.6793900728225708
1782941987417509000,0.302509033203125,-0.7888014912605286,-0.11897752434015274,0.7256768345832825
1782941987427494400,0.312494384765625,-0.760373592376709,-0.28893351554870605,0.7550970911979675
1782941987437479200,0.322479248046875,-0.6904513239860535,-0.5041945576667786,0.7807824611663818
1782941987447465200,0.33246533203125,-0.6386322975158691,-0.6490859389305115,0.7802069187164307
1782941987457450200,0.3424501953125,-0.6390640735626221,-0.8275334239006042,0.7506900429725647
1782941987467435000,0.35243505859375,-0.6534593105316162,-0.9727427959442139,0.6943625807762146
1782941987477420000,0.362419921875,-0.6485971212387085,-1.01497220993042,0.6188657879829407
