time,seconds_elapsed,z,y,x
1782853713974616000,0.079615966796875,-0.08788777887821198,0.5484368205070496,0.09815888851881027
1782853713984601300,0.089601318359375,-0.06320392340421677,0.5960424542427063,0.028578538447618484
1782853713994585000,0.099585205078125,-0.059533290565013885,0.596061646938324,-0.04068388789892197
1782853714004570400,0.1095703125,-0.08665408939123154,0.5328553318977356,-0.11284384876489639
1782853714014555100,0.11955517578125,-0.11799949407577515,0.462965726852417,-0.18837669491767883
1782853714024539100,0.1295390625,-0.1443285495042801,0.4000404179096222,-0.2554340958595276
1782853714034524200,0.139524169921875,-0.17342330515384674,0.3210257589817047,-0.30086204409599304
1782853714044508200,0.149508056640625,-0.20888599753379822,0.1820988953113556,-0.31224456429481506
1782853714054493200,0.1594931640625,-0.24859905242919922,-0.002522340975701809,-0.2749941349029541
1782853714064478200,0.169478271484375,-0.27598923444747925,-0.13710620999336243,-0.1957125961780548
1782853714074462200,0.179462158203125,-0.27948328852653503,-0.1867256909608841,-0.07943712174892426
1782853714084447200,0.189447265625,-0.2705720067024231,-0.13803961873054504,0.0542055107653141
1782853714094432000,0.199431884765625,-0.2571249008178711,-0.05474446713924408,0.1686018705368042
1782853714104416300,0.209416259765625,-0.2545243799686432,0.012006590142846107,0.2425052970647812
1782853714114401000,0.219401123046875,-0.2701534032821655,0.07625827938318253,0.2756163775920868
1782853714124385000,0.229385009765625,-0.2731582224369049,0.145155131816864,0.28079888224601746
1782853714134370000,0.2393701171875,-0.27168548107147217,0.18868263065814972,0.25531455874443054
1782853714144355000,0.24935498046875,-0.26268094778060913,0.2104291021823883,0.20594334602355957
1782853714154339000,0.259339111328125,-0.2720710039138794,0.23718108236789703,0.16127094626426697
1782853714164324000,0.269323974609375,-0.29338911175727844,0.27514708042144775,0.1269240826368332
1782853714174308000,0.27930810546875,-0.3108258843421936,0.3816823363304138,0.11207802593708038
1782853714184293000,0.289293212890625,-0.3159361779689789,0.5470221638679504,0.10896069556474686
